eclit1,eclit2,eclit3,finlit1,finlit2,finlit3,control,certainty_c,cb_c,workstatus_c,occupation_c,sector_c,income_c,education_c,leftright_c,age_c,gender_c,region_c,treat,certainty_t,cb_t,workstatus_t,occupation_t,sector_t,income_t,education_t,leftright_t,age_t,gender_t,region_t
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Esattamente 102 euro,Meno di prima,Vera,,,,,,,,,,,,,Sì,8,160,In cerca di lavoro,,,"Tra i 10,000 e i 15,000",Diploma,8,27,Femmina,Sicilia
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Esattamente 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,Sì,7,-240,Occupato,pappone,Settore vendite (es.: venditore - negoziante - commesso - assicuratore - rappresentante),"Oltre i 75,000",Laurea,5,31,Maschio,Puglia
Non so,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Meno di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,Non so,Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Non so,I consumatori pagheranno prezzi più alti per i prodotti,Non so,Più di 102 euro,Meno di prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Non so,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,Sì,7,-240,Occupato,Agente di commercio,Settore vendite (es.: venditore - negoziante - commesso - assicuratore - rappresentante),"Tra i 30,000 e i 40,000",Diploma,2,46,Maschio,Umbria,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Il costo di produzione dei prodotti scenderà,Non so,Più di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,Il costo di produzione dei prodotti scenderà,Non so,Più di 102 euro,Più di prima,Vera,,,,,,,,,,,,,Sì,9,100,In cerca di lavoro,,,"Meno di 3,000",Diploma,5,20,,Campania
Solo per pagare le pensioni future,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Più di prima,Vera,Sì,8,100,In cerca di lavoro,,,"Tra i 10,000 e i 15,000",Laurea,6,28,Maschio,Toscana,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Non so,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Non so,Esattamente come prima,Non so,Sì,5,100,Altro inattivo,,,"Tra i 30,000 e i 40,000",Diploma,5,57,Femmina,Emilia-Romagna,,,,,,,,,,,,
Solo per pagare le pensioni future,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Meno di 102 euro,Meno di prima,Vera,Sì,5,-240,Altro inattivo,,,"Tra i 7,000 e i 10,000",Diploma,0 (sinistra),33,Femmina,Puglia,,,,,,,,,,,,
Solo per pagare le pensioni future,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Non so,Non so,Non so,,,,,,,,,,,,,Sì,6,-60,In cerca di lavoro,,,,Media Inferiore,6,39,Femmina,Basilicata
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Non so,I consumatori pagheranno prezzi più alti per i prodotti,,Non so,Meno di prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,No,7,100,Occupato,Docente,"Professioni intellettuali, libere e scientifiche (es.: dottore - insegnante - ingegnere - artista - espero contabile - commercialista)","Tra i 20,000 e i 30,000",Laurea,2,64,Maschio,Piemonte
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Non so,Non so,Non so,Più di prima,Non so,,,,,,,,,,,,,Sì,8,-200,Occupato,Cassiera ,Settore vendite (es.: venditore - negoziante - commesso - assicuratore - rappresentante),"Tra i 20,000 e i 30,000",Diploma,5,25,Femmina,Lombardia
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,Non so,Non so,Non so,Non so,No,2,-200,Studente,,,"Tra i 7,000 e i 10,000",Laurea,4,26,Femmina,Sicilia,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,No,10 (Molto sicuro),-240,Occupato,Impiegato,Settore impiegatizio (es.: segretario - impiegato d'ufficio - capo servizio - contabile),"Tra i 20,000 e i 30,000",Laurea,5,29,Femmina,Lombardia
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,Sì,10 (Molto sicuro),-60,Altro inattivo,,,"Tra i 20,000 e i 30,000",Diploma,6,33,Maschio,Abruzzo,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,Sì,9,100,Occupato,segretario ,Settore impiegatizio (es.: segretario - impiegato d'ufficio - capo servizio - contabile),"Tra i 10,000 e i 15,000",Diploma,5,33,,Sicilia
Solo per pagare le pensioni attuali,Non so,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,Sì,9,-60,Occupato,impiegato bancario,Settore impiegatizio (es.: segretario - impiegato d'ufficio - capo servizio - contabile),"Tra i 20,000 e i 30,000",Laurea,9,30,Femmina,Lombardia
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Non so,Non so,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Più di prima,Vera,,,,,,,,,,,,,Sì,7,160,Occupato,ing,"Direttori, funzioni dirigenti nell'amministrazione (es.: banchiere - direttore di grande azienda - consigliere di stato - dirigente sindacale)","Tra i 40,000 e i 50,000",Post-Laurea,3,37,Maschio,Campania
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,No,8,100,Studente,,,"Tra i 7,000 e i 10,000",Diploma,2,22,Femmina,Piemonte
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Esattamente come prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,Non so,Più di 102 euro,Non so,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Più di prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Meno di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Falsa,Sì,6,160,Studente,,,"Tra i 3,000 e i 7,000",Laurea,3,26,Femmina,Puglia,,,,,,,,,,,,
Solo per pagare le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Più di 102 euro,Più di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Le opportunità di lavoro in industrie esportatrici aumenteranno,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,Non so,Meno di 102 euro,Esattamente come prima,Non so,No,5,100,Occupato,Segretaria,Settore impiegatizio (es.: segretario - impiegato d'ufficio - capo servizio - contabile),"Meno di 3,000",Diploma,5,28,Femmina,Campania,,,,,,,,,,,,
Non so,Non so,Non so,Non so,Non so,Non so,No,10 (Molto sicuro),-240,In cerca di lavoro,,,"Meno di 3,000",Diploma,7,41,Maschio,Campania,,,,,,,,,,,,
Solo per pagare le pensioni future,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un calo dei salari e dell'occupazione dei nativi non altamente qualificati, ma quest'ultimo sarebbe compensato dal generale aumento di salari e occupazione nel lungo periodo",Più di 102 euro,Esattamente come prima,Vera,,,,,,,,,,,,,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,Il costo di produzione dei prodotti scenderà,"Nel breve periodo potrebbe esserci un aumento dei salari e dell'occupazione dei nativi non altamente qualificati , ma quest'ultimo sarebbe compensato da un generale calo di salari e occupazione nel lungo periodo",Meno di 102 euro,Meno di prima,Vera,Sì,6,100,In cerca di lavoro,,,"Tra i 15,000 e i 20,000",Laurea,7,26,Femmina,Campania,,,,,,,,,,,,
Sia per pagare le pensioni future che le pensioni attuali,I consumatori pagheranno prezzi più alti per i prodotti,Non so,Più di 102 euro,Meno di prima,Falsa,,,,,,,,,,,,,,,,,,,,,,,,
Solo per pagare le pensioni future,I consumatori pagheranno prezzi più alti per i prodotti,"I lavoratori nativi perdono, in termini di salari e occupazione,  sia nel breve periodo che nel lungo periodo in tutti i settori",Meno di 102 euro,Meno di prima,Non so,,,,,,,,,,,,,,,,,,,,,,,,
